
==================================================
========== FP-Tree 算法完整结果 ==========

Level 0 (频繁1项集):
总计: 2117 个频繁1项集
  [0]: 支持计数=177
  [39, 48, 2103]: 支持计数=102
  [39, 48, 2113]: 支持计数=118
  [39, 48, 2115]: 支持计数=168
  [39, 48, 2118]: 支持计数=232
  [39, 48, 2135]: 支持计数=228
  [39, 48, 2147]: 支持计数=97
  [39, 48, 2150]: 支持计数=100
  [39, 48, 2164]: 支持计数=135
  [39, 48, 2167]: 支持计数=139
  [39, 48, 2168]: 支持计数=205
  [39, 48, 2177]: 支持计数=112
  [39, 48, 2184]: 支持计数=210
  [39, 48, 2187]: 支持计数=158
  [39, 48, 2188]: 支持计数=103
  [39, 48, 2191]: 支持计数=122
  [39, 48, 2199]: 支持计数=266
  [39, 48, 2208]: 支持计数=158
  [39, 48, 2212]: 支持计数=98
  [39, 48, 2215]: 支持计数=114
  [39, 48, 2238]: 支持计数=788
  [39, 48, 2241]: 支持计数=214
  [39, 48, 2254]: 支持计数=151
  [39, 48, 2259]: 支持计数=94
  [39, 48, 2284]: 支持计数=226
  [39, 48, 2286]: 支持计数=93
  [39, 48, 2325]: 支持计数=147
  [39, 48, 2329]: 支持计数=214
  [39, 48, 2343]: 支持计数=146
  [39, 48, 2344]: 支持计数=128
  [39, 48, 2350]: 支持计数=116
  [39, 48, 2353]: 支持计数=166
  [39, 48, 2364]: 支持计数=115
  [39, 48, 2370]: 支持计数=97
  [39, 48, 2375]: 支持计数=140
  [39, 48, 2378]: 支持计数=101
  [39, 48, 2383]: 支持计数=270
  [39, 48, 2388]: 支持计数=149
  [39, 48, 2389]: 支持计数=89
  [39, 48, 2394]: 支持计数=106
  [39, 48, 2399]: 支持计数=194
  [39, 48, 2406]: 支持计数=91
  [39, 48, 2408]: 支持计数=95
  [39, 48, 2413]: 支持计数=89
  [39, 48, 2420]: 支持计数=108
  [39, 48, 2425]: 支持计数=105
  [39, 48, 2437]: 支持计数=215
  [39, 48, 2440]: 支持计数=143
  [39, 48, 2441]: 支持计数=105
  [39, 48, 2464]: 支持计数=134
  [39, 48, 2468]: 支持计数=123
  [39, 48, 2480]: 支持计数=106
  [39, 48, 2492]: 支持计数=141
  [39, 48, 2495]: 支持计数=140
  [39, 48, 2505]: 支持计数=201
  [39, 48, 2515]: 支持计数=133
  [39, 48, 2523]: 支持计数=187
  [39, 48, 2524]: 支持计数=135
  [39, 48, 2528]: 支持计数=99
  [39, 48, 2552]: 支持计数=148
  [39, 48, 2561]: 支持计数=94
  [39, 48, 2573]: 支持计数=112
  [39, 48, 2596]: 支持计数=100
  [39, 48, 2599]: 支持计数=107
  [39, 48, 2625]: 支持计数=111
  [39, 48, 2626]: 支持计数=150
  [39, 48, 2629]: 支持计数=149
  [39, 48, 2633]: 支持计数=120
  [39, 48, 2634]: 支持计数=91
  [39, 48, 2635]: 支持计数=114
  [39, 48, 2663]: 支持计数=99
  [39, 48, 2673]: 支持计数=190
  [39, 48, 2706]: 支持计数=93
  [39, 48, 2708]: 支持计数=98
  [39, 48, 2723]: 支持计数=90
  [39, 48, 2728]: 支持计数=93
  [39, 48, 2746]: 支持计数=112
  [39, 48, 2749]: 支持计数=116
  [39, 48, 2763]: 支持计数=112
  [39, 48, 2775]: 支持计数=167
  [39, 48, 2788]: 支持计数=98
  [39, 48, 2792]: 支持计数=175
  [39, 48, 2805]: 支持计数=90
  [39, 48, 2815]: 支持计数=94
  [39, 48, 2843]: 支持计数=95
  [39, 48, 2856]: 支持计数=120
  [39, 48, 2874]: 支持计数=95
  [39, 48, 2879]: 支持计数=199
  [39, 48, 2894]: 支持计数=108
  [39, 48, 2915]: 支持计数=101
  [39, 48, 2958]: 支持计数=570
  [39, 48, 2965]: 支持计数=132
  [39, 48, 2983]: 支持计数=100
  [39, 48, 2987]: 支持计数=186
  [39, 48, 2988]: 支持计数=96
  [39, 48, 2990]: 支持计数=94
  [39, 48, 2991]: 支持计数=139
  [39, 48, 2997]: 支持计数=112
  [39, 48, 2998]: 支持计数=130
  [39, 48, 3012]: 支持计数=106
  [39, 48, 3086]: 支持计数=94
  [39, 48, 3102]: 支持计数=100
  [39, 48, 3149]: 支持计数=99
  [39, 48, 3151]: 支持计数=111
  [39, 48, 3160]: 支持计数=91
  [39, 48, 3171]: 支持计数=94
  [39, 48, 3189]: 支持计数=97
  [39, 48, 3194]: 支持计数=90
  [39, 48, 3202]: 支持计数=92
  [39, 48, 3221]: 支持计数=101
  [39, 48, 3270]: 支持计数=416
  [39, 48, 3276]: 支持计数=100
  [39, 48, 3279]: 支持计数=116
  [39, 48, 3291]: 支持计数=106
  [39, 48, 3294]: 支持计数=131
  [39, 48, 3311]: 支持计数=106
  [39, 48, 3315]: 支持计数=125
  [39, 48, 3316]: 支持计数=106
  [39, 48, 3317]: 支持计数=116
  [39, 48, 3321]: 支持计数=99
  [39, 48, 3361]: 支持计数=162
  [39, 48, 3404]: 支持计数=117
  [39, 48, 3412]: 支持计数=92
  [39, 48, 3451]: 支持计数=98
  [39, 48, 3462]: 支持计数=104
  [39, 48, 3502]: 支持计数=164
  [39, 48, 3510]: 支持计数=148
  [39, 48, 3535]: 支持计数=90
  [39, 48, 3616]: 支持计数=270
  [39, 48, 3635]: 支持计数=111
  [39, 48, 3668]: 支持计数=125
  [39, 48, 3759]: 支持计数=159
  [39, 48, 3774]: 支持计数=108
  [39, 48, 3799]: 支持计数=206
  [39, 48, 3808]: 支持计数=105
  [39, 48, 3827]: 支持计数=148
  [39, 48, 3904]: 支持计数=179
  [39, 48, 3964]: 支持计数=160
  [39, 48, 3966]: 支持计数=93
  [39, 48, 4070]: 支持计数=133
  [39, 48, 4105]: 支持计数=97
  [39, 48, 4111]: 支持计数=89
  [39, 48, 4207]: 支持计数=136
  [39, 48, 4209]: 支持计数=95
  [39, 48, 4221]: 支持计数=95
  [39, 48, 4307]: 支持计数=118
  [39, 48, 4316]: 支持计数=89
  [39, 48, 4336]: 支持计数=230
  [39, 48, 4339]: 支持计数=101
  [39, 48, 4342]: 支持计数=93
  [39, 48, 4344]: 支持计数=101
  [39, 48, 4393]: 支持计数=130
  [39, 48, 4524]: 支持计数=127
  [39, 48, 4630]: 支持计数=111
  [39, 48, 4650]: 支持计数=119
  [39, 48, 4685]: 支持计数=124
  [39, 48, 4698]: 支持计数=187
  [39, 48, 4779]: 支持计数=110
  [39, 48, 4883]: 支持计数=200
  [39, 48, 4891]: 支持计数=97
  [39, 48, 4899]: 支持计数=120
  [39, 48, 4940]: 支持计数=107
  [39, 48, 4945]: 支持计数=105
  [39, 48, 4975]: 支持计数=116
  [39, 48, 4994]: 支持计数=129
  [39, 48, 5051]: 支持计数=150
  [39, 48, 5074]: 支持计数=121
  [39, 48, 5124]: 支持计数=106
  [39, 48, 5152]: 支持计数=126
  [39, 48, 5248]: 支持计数=116
  [39, 48, 5358]: 支持计数=107
  [39, 48, 5405]: 支持计数=124
  [39, 48, 5651]: 支持计数=105
  [39, 48, 5728]: 支持计数=132
  [39, 48, 5729]: 支持计数=155
  [39, 48, 5767]: 支持计数=93
  [39, 48, 5782]: 支持计数=91
  [39, 48, 6118]: 支持计数=91
  [39, 48, 6128]: 支持计数=111
  [39, 48, 7205]: 支持计数=137
  [39, 48, 7975]: 支持计数=134
  [39, 48, 8068]: 支持计数=132
  [39, 48, 8691]: 支持计数=213
  [39, 48, 8730]: 支持计数=93
  [39, 48, 8867]: 支持计数=108
  [39, 48, 8978]: 支持计数=276
  [39, 48, 8985]: 支持计数=168
  [39, 48, 9001]: 支持计数=100
  [39, 48, 9501]: 支持计数=170
  [39, 48, 9555]: 支持计数=149
  [39, 48, 9579]: 支持计数=135
  [39, 48, 9669]: 支持计数=108
  [39, 48, 9843]: 支持计数=92
  [39, 48, 10074]: 支持计数=91
  [39, 48, 10420]: 支持计数=135
  [39, 48, 10423]: 支持计数=109
  [39, 48, 10442]: 支持计数=150
  [39, 48, 10444]: 支持计数=221
  [39, 48, 10446]: 支持计数=246
  [39, 48, 10448]: 支持计数=98
  [39, 48, 10451]: 支持计数=120
  [39, 48, 10490]: 支持计数=176
  [39, 48, 10491]: 支持计数=176
  [39, 48, 10513]: 支持计数=100
  [39, 48, 10515]: 支持计数=373
  [39, 48, 10525]: 支持计数=153
  [39, 48, 10551]: 支持计数=114
  [39, 48, 10568]: 支持计数=111
  [39, 48, 10598]: 支持计数=97
  [39, 48, 10605]: 支持计数=145
  [39, 48, 10611]: 支持计数=91
  [39, 48, 10653]: 支持计数=169
  [39, 48, 10656]: 支持计数=167
  [39, 48, 10943]: 支持计数=115
  [39, 48, 11840]: 支持计数=95
  [39, 48, 12473]: 支持计数=120
  [39, 48, 12925]: 支持计数=588
  [39, 48, 12929]: 支持计数=320
  [39, 48, 12933]: 支持计数=142
  [39, 48, 12935]: 支持计数=214
  [39, 48, 12943]: 支持计数=143
  [39, 48, 12946]: 支持计数=212
  [39, 48, 12951]: 支持计数=183
  [39, 48, 12959]: 支持计数=149
  [39, 48, 12981]: 支持计数=102
  [39, 48, 12982]: 支持计数=122
  [39, 48, 13032]: 支持计数=132
  [39, 48, 13041]: 支持计数=444
  [39, 48, 13043]: 支持计数=94
  [39, 48, 13060]: 支持计数=89
  [39, 48, 13174]: 支持计数=121
  [39, 48, 13189]: 支持计数=173
  [39, 48, 13334]: 支持计数=118
  [39, 48, 13443]: 支持计数=142
  [39, 48, 14098]: 支持计数=540
  [39, 48, 14099]: 支持计数=172
  [39, 48, 14386]: 支持计数=93
  [39, 48, 14933]: 支持计数=205
  [39, 48, 15578]: 支持计数=149
  [39, 48, 15618]: 支持计数=222
  [39, 48, 15832]: 支持计数=436
  [39, 48, 16010]: 支持计数=529
  [39, 48, 16011]: 支持计数=275
  [39, 48, 16217]: 支持计数=463
  [39, 48, 16430]: 支持计数=124
  [39, 48, 16431]: 支持计数=107
  [39, 60, 65]: 支持计数=111
  [39, 60, 89]: 支持计数=108
  [39, 65, 89]: 支持计数=225
  [39, 65, 101]: 支持计数=138
  [39, 65, 147]: 支持计数=104
  [39, 65, 201]: 支持计数=106
  [39, 65, 225]: 支持计数=159
  [39, 65, 237]: 支持计数=149
  [39, 65, 255]: 支持计数=101
  [39, 65, 271]: 支持计数=106
  [39, 65, 301]: 支持计数=91
  [39, 65, 310]: 支持计数=161
  [39, 65, 413]: 支持计数=106
  [39, 65, 475]: 支持计数=120
  [39, 65, 2238]: 支持计数=94
  [39, 78, 89]: 支持计数=93
  [39, 79, 225]: 支持计数=109
  [39, 89, 101]: 支持计数=137
  [39, 89, 170]: 支持计数=132
  [39, 89, 225]: 支持计数=137
  [39, 89, 237]: 支持计数=181
  [39, 89, 310]: 支持计数=194
  [39, 89, 413]: 支持计数=94
  [39, 89, 475]: 支持计数=129
  [39, 89, 533]: 支持计数=94
  [39, 101, 310]: 支持计数=101
  [39, 101, 413]: 支持计数=90
  [39, 107, 548]: 支持计数=98
  [39, 110, 170]: 支持计数=120
  [39, 117, 976]: 支持计数=161
  [39, 147, 179]: 支持计数=93
  [39, 170, 225]: 支持计数=99
  [39, 170, 237]: 支持计数=121
  [39, 175, 178]: 支持计数=109
  [39, 175, 225]: 支持计数=112
  [39, 175, 806]: 支持计数=128
  [39, 175, 1355]: 支持计数=108
  [39, 175, 13041]: 支持计数=107
  [39, 225, 237]: 支持计数=110
  [39, 225, 270]: 支持计数=236
  [39, 225, 271]: 支持计数=309
  [39, 225, 310]: 支持计数=135
  [39, 225, 1146]: 支持计数=102
  [39, 225, 2238]: 支持计数=317
  [39, 237, 249]: 支持计数=117
  [39, 237, 310]: 支持计数=131
  [39, 237, 475]: 支持计数=121
  [39, 249, 1144]: 支持计数=111
  [39, 270, 271]: 支持计数=484
  [39, 270, 2238]: 支持计数=194
  [39, 271, 2238]: 支持计数=221
  [39, 297, 544]: 支持计数=93
  [39, 308, 1269]: 支持计数=109
  [39, 309, 1080]: 支持计数=100
  [39, 309, 1269]: 支持计数=105
  [39, 309, 1378]: 支持计数=104
  [39, 309, 1379]: 支持计数=118
  [39, 309, 1380]: 支持计数=91
  [39, 405, 10515]: 支持计数=178
  [39, 441, 809]: 支持计数=89
  [39, 795, 1818]: 支持计数=95
  [39, 795, 1819]: 支持计数=108
  [39, 795, 3311]: 支持计数=91
  [39, 1080, 1269]: 支持计数=89
  [39, 1080, 1379]: 支持计数=90
  [39, 1146, 3616]: 支持计数=189
  [39, 1378, 1379]: 支持计数=106
  [39, 1818, 1819]: 支持计数=96
  [39, 1818, 3311]: 支持计数=92
  [39, 1819, 3311]: 支持计数=115
  [39, 2238, 5728]: 支持计数=89
  [39, 2238, 5729]: 支持计数=107
  [39, 2284, 2505]: 支持计数=131
  [39, 3535, 3537]: 支持计数=92
  [39, 8978, 16010]: 支持计数=147
  [39, 16010, 16011]: 支持计数=419
  [39, 16430, 16431]: 支持计数=186
  [41, 45, 48]: 支持计数=109
  [41, 48, 49]: 支持计数=177
  [41, 48, 53]: 支持计数=90
  [41, 48, 55]: 支持计数=105
  [41, 48, 60]: 支持计数=161
  [41, 48, 65]: 支持计数=663
  [41, 48, 76]: 支持计数=154
  [41, 48, 78]: 支持计数=167
  [41, 48, 79]: 支持计数=332
  [41, 48, 89]: 支持计数=606
  [41, 48, 101]: 支持计数=330
  [41, 48, 103]: 支持计数=110
  [41, 48, 105]: 支持计数=104
  [41, 48, 107]: 支持计数=129
  [41, 48, 110]: 支持计数=423
  [41, 48, 117]: 支持计数=168
  [41, 48, 123]: 支持计数=168
  [41, 48, 147]: 支持计数=280
  [41, 48, 156]: 支持计数=110
  [41, 48, 161]: 支持计数=128
  [41, 48, 170]: 支持计数=492
  [41, 48, 175]: 支持计数=188
  [41, 48, 179]: 支持计数=161
  [41, 48, 185]: 支持计数=210
  [41, 48, 186]: 支持计数=114
  [41, 48, 201]: 支持计数=183
  [41, 48, 208]: 支持计数=149
  [41, 48, 225]: 支持计数=537
  [41, 48, 229]: 支持计数=144
  [41, 48, 237]: 支持计数=375
  [41, 48, 249]: 支持计数=183
  [41, 48, 255]: 支持计数=271
  [41, 48, 258]: 支持计数=193
  [41, 48, 259]: 支持计数=99
  [41, 48, 261]: 支持计数=89
  [41, 48, 264]: 支持计数=158
  [41, 48, 267]: 支持计数=94
  [41, 48, 269]: 支持计数=110
  [41, 48, 270]: 支持计数=315
  [41, 48, 271]: 支持计数=346
  [41, 48, 279]: 支持计数=100
  [41, 48, 286]: 支持计数=160
  [41, 48, 297]: 支持计数=93
  [41, 48, 301]: 支持计数=172
  [41, 48, 310]: 支持计数=547
  [41, 48, 338]: 支持计数=173
  [41, 48, 340]: 支持计数=115
  [41, 48, 352]: 支持计数=119
  [41, 48, 371]: 支持计数=101
  [41, 48, 374]: 支持计数=104
  [41, 48, 384]: 支持计数=92
  [41, 48, 389]: 支持计数=124
  [41, 48, 396]: 支持计数=116
  [41, 48, 405]: 支持计数=106
  [41, 48, 407]: 支持计数=116
  [41, 48, 413]: 支持计数=287
  [41, 48, 425]: 支持计数=90
  [41, 48, 426]: 支持计数=94
  [41, 48, 438]: 支持计数=296
  [41, 48, 449]: 支持计数=96
  [41, 48, 464]: 支持计数=135
  [41, 48, 475]: 支持计数=428
  [41, 48, 479]: 支持计数=131
  [41, 48, 488]: 支持计数=102
  [41, 48, 522]: 支持计数=143
  [41, 48, 533]: 支持计数=248
  [41, 48, 535]: 支持计数=108
  [41, 48, 544]: 支持计数=138
  [41, 48, 548]: 支持计数=176
  [41, 48, 549]: 支持计数=140
  [41, 48, 570]: 支持计数=152
  [41, 48, 571]: 支持计数=97
  [41, 48, 589]: 支持计数=138
  [41, 48, 592]: 支持计数=206
  [41, 48, 604]: 支持计数=199
  [41, 48, 623]: 支持计数=102
  [41, 48, 649]: 支持计数=135
  [41, 48, 675]: 支持计数=89
  [41, 48, 677]: 支持计数=166
  [41, 48, 681]: 支持计数=103
  [41, 48, 703]: 支持计数=90
  [41, 48, 740]: 支持计数=112
  [41, 48, 766]: 支持计数=120
  [41, 48, 772]: 支持计数=102
  [41, 48, 783]: 支持计数=139
  [41, 48, 789]: 支持计数=137
  [41, 48, 790]: 支持计数=138
  [41, 48, 793]: 支持计数=92
  [41, 48, 798]: 支持计数=99
  [41, 48, 806]: 支持计数=102
  [41, 48, 809]: 支持计数=100
  [41, 48, 812]: 支持计数=104
  [41, 48, 824]: 支持计数=218
  [41, 48, 846]: 支持计数=104
  [41, 48, 855]: 支持计数=100
  [41, 48, 878]: 支持计数=92
  [41, 48, 913]: 支持计数=101
  [41, 48, 916]: 支持计数=91
  [41, 48, 956]: 支持计数=152
  [41, 48, 961]: 支持计数=98
  [41, 48, 976]: 支持计数=122
  [41, 48, 1004]: 支持计数=130
  [41, 48, 1067]: 支持计数=110
  [41, 48, 1121]: 支持计数=92
  [41, 48, 1135]: 支持计数=136
  [41, 48, 1146]: 支持计数=313
  [41, 48, 1198]: 支持计数=150
  [41, 48, 1327]: 支持计数=307
  [41, 48, 1344]: 支持计数=166
  [41, 48, 1393]: 支持计数=151
  [41, 48, 1435]: 支持计数=105
  [41, 48, 1578]: 支持计数=118
  [41, 48, 1600]: 支持计数=121
  [41, 48, 1659]: 支持计数=101
  [41, 48, 1715]: 支持计数=127
  [41, 48, 1783]: 支持计数=106
  [41, 48, 1814]: 支持计数=113
  [41, 48, 1859]: 支持计数=99
  [41, 48, 1872]: 支持计数=111
  [41, 48, 1986]: 支持计数=98
  [41, 48, 2184]: 支持计数=102
  [41, 48, 2199]: 支持计数=105
  [41, 48, 2238]: 支持计数=371
  [41, 48, 2437]: 支持计数=114
  [41, 48, 2958]: 支持计数=201
  [41, 48, 3270]: 支持计数=160
  [41, 48, 3616]: 支持计数=129
  [41, 48, 4336]: 支持计数=93
  [41, 48, 8978]: 支持计数=196
  [41, 48, 10444]: 支持计数=92
  [41, 48, 10446]: 支持计数=90
  [41, 48, 10515]: 支持计数=125
  [41, 48, 12925]: 支持计数=104
  [41, 48, 12929]: 支持计数=93
  [41, 48, 13041]: 支持计数=264
  [41, 48, 14098]: 支持计数=128
  [41, 48, 15618]: 支持计数=120
  [41, 48, 15832]: 支持计数=260
  [41, 48, 16010]: 支持计数=315
  [41, 48, 16011]: 支持计数=165
  [41, 48, 16217]: 支持计数=287
  [41, 225, 271]: 支持计数=115
  [41, 225, 2238]: 支持计数=117
  [41, 270, 271]: 支持计数=219
  [41, 270, 2238]: 支持计数=93
  [41, 1146, 3616]: 支持计数=99
  [41, 8978, 16010]: 支持计数=101
  [41, 16010, 16011]: 支持计数=236
  [41, 16430, 16431]: 支持计数=104
  [48, 60, 65]: 支持计数=96
  [48, 60, 89]: 支持计数=111
  [48, 65, 89]: 支持计数=243
  [48, 65, 101]: 支持计数=127
  [48, 65, 147]: 支持计数=101
  [48, 65, 201]: 支持计数=97
  [48, 65, 225]: 支持计数=141
  [48, 65, 237]: 支持计数=151
  [48, 65, 255]: 支持计数=102
  [48, 65, 271]: 支持计数=111
  [48, 65, 310]: 支持计数=163
  [48, 65, 413]: 支持计数=104
  [48, 65, 475]: 支持计数=115
  [48, 78, 89]: 支持计数=109
  [48, 89, 101]: 支持计数=150
  [48, 89, 170]: 支持计数=140
  [48, 89, 225]: 支持计数=132
  [48, 89, 237]: 支持计数=174
  [48, 89, 310]: 支持计数=190
  [48, 89, 338]: 支持计数=95
  [48, 89, 413]: 支持计数=108
  [48, 89, 475]: 支持计数=121
  [48, 89, 533]: 支持计数=94
  [48, 89, 592]: 支持计数=91
  [48, 101, 310]: 支持计数=94
  [48, 101, 413]: 支持计数=101
  [48, 107, 548]: 支持计数=104
  [48, 107, 549]: 支持计数=107
  [48, 107, 961]: 支持计数=90
  [48, 107, 1067]: 支持计数=106
  [48, 117, 976]: 支持计数=169
  [48, 164, 165]: 支持计数=118
  [48, 170, 237]: 支持计数=103
  [48, 175, 806]: 支持计数=96
  [48, 175, 1355]: 支持计数=89
  [48, 225, 237]: 支持计数=112
  [48, 225, 270]: 支持计数=175
  [48, 225, 271]: 支持计数=220
  [48, 225, 310]: 支持计数=117
  [48, 225, 2238]: 支持计数=219
  [48, 237, 249]: 支持计数=104
  [48, 237, 310]: 支持计数=129
  [48, 237, 475]: 支持计数=126
  [48, 249, 1144]: 支持计数=100
  [48, 270, 271]: 支持计数=369
  [48, 270, 2238]: 支持计数=144
  [48, 271, 2238]: 支持计数=153
  [48, 309, 1379]: 支持计数=95
  [48, 405, 10515]: 支持计数=160
  [48, 548, 549]: 支持计数=99
  [48, 795, 1818]: 支持计数=94
  [48, 795, 1819]: 支持计数=108
  [48, 1146, 3616]: 支持计数=167
  [48, 1378, 1379]: 支持计数=92
  [48, 1819, 3311]: 支持计数=107
  [48, 2238, 5729]: 支持计数=104
  [48, 2284, 2505]: 支持计数=109
  [48, 8978, 16010]: 支持计数=123
  [48, 16010, 16011]: 支持计数=362
  [48, 16430, 16431]: 支持计数=174
  [225, 270, 271]: 支持计数=140
  [225, 271, 2238]: 支持计数=91
  [270, 271, 2238]: 支持计数=105
  [309, 1080, 1269]: 支持计数=93
  [309, 1080, 1378]: 支持计数=90
  [309, 1080, 1379]: 支持计数=103
  [309, 1080, 1380]: 支持计数=92
  [309, 1269, 1378]: 支持计数=94
  [309, 1269, 1379]: 支持计数=97
  [309, 1378, 1379]: 支持计数=117
  [309, 1379, 1380]: 支持计数=92
  [795, 1818, 1819]: 支持计数=116
  [795, 1818, 3311]: 支持计数=106
  [795, 1819, 3311]: 支持计数=124
  [1080, 1269, 1379]: 支持计数=89
  [1080, 1378, 1379]: 支持计数=95
  [1269, 1378, 1379]: 支持计数=89
  [1818, 1819, 3311]: 支持计数=114
  [8978, 16010, 16011]: 支持计数=101

Level 3 (频繁4项集):
总计: 382 个频繁4项集
  [9, 32, 39, 48]: 支持计数=109
  [9, 38, 39, 48]: 支持计数=106
  [9, 39, 41, 48]: 支持计数=191
  [10, 39, 41, 48]: 支持计数=93
  [11, 39, 41, 48]: 支持计数=127
  [18, 39, 41, 48]: 支持计数=115
  [19, 39, 41, 48]: 支持计数=113
  [23, 39, 41, 48]: 支持计数=99
  [31, 39, 41, 48]: 支持计数=105
  [32, 36, 38, 39]: 支持计数=308
  [32, 36, 38, 41]: 支持计数=128
  [32, 36, 38, 48]: 支持计数=254
  [32, 36, 39, 41]: 支持计数=106
  [32, 36, 39, 48]: 支持计数=196
  [32, 36, 41, 48]: 支持计数=89
  [32, 37, 38, 39]: 支持计数=137
  [32, 37, 38, 48]: 支持计数=122
  [32, 37, 39, 48]: 支持计数=101
  [32, 38, 39, 41]: 支持计数=622
  [32, 38, 39, 47]: 支持计数=117
  [32, 38, 39, 48]: 支持计数=1236
  [32, 38, 39, 65]: 支持计数=93
  [32, 38, 39, 89]: 支持计数=124
  [32, 38, 39, 105]: 支持计数=98
  [32, 38, 39, 110]: 支持计数=284
  [32, 38, 39, 170]: 支持计数=326
  [32, 38, 39, 225]: 支持计数=117
  [32, 38, 39, 237]: 支持计数=108
  [32, 38, 39, 286]: 支持计数=143
  [32, 38, 41, 48]: 支持计数=540
  [32, 38, 41, 110]: 支持计数=123
  [32, 38, 41, 170]: 支持计数=155
